0,1
0,2
0,1
0,1
0,7
0,911
0,2
0,6
0,2
0,2
0,2
0,6
0,3
0,9
0,1
0,5
0,1
0,1
0,2
0,1
0,1
0,2
0,1
0,1
0,19
0,3
0,5
0,12
0,51
0,1
0,14
0,1
0,1
0,27
0,3
0,3
0,31
0,1
0,14
0,1
0,6
0,1
0,1
0,7
0,21
0,1
0,1
0,1
0,2
0,1
0,4
0,11
0,1
0,1
0,1
0,1
0,13
1,1000
0,21
0,1
0,5
0,1
0,15
0,73
0,1
0,19
0,1
0,3
0,394
0,1
0,24
0,4
0,6
0,21
0,1
1,1000
0,2
0,2
0,1
0,4
0,1
0,13
0,1
0,1
0,2
0,156
0,1
0,3
0,1
0,3
1,1000
0,4
0,647
0,3
0,1
0,1
0,118
0,2
0,1
0,1
0,1
0,1
0,1
0,6
0,109
0,1
0,14
0,1
0,33
0,46
0,11
0,1
0,1
0,4
0,1
0,1
0,4
0,3
0,1
0,139
0,1
0,10
0,1
0,2
0,1
1,1000
0,2
0,2
0,2
0,1
0,1
0,8
0,1
0,2
0,14
0,2
0,2
0,1
0,1
0,273
0,152
0,32
0,55
0,1
0,2
0,2
0,13
0,1
0,2
0,1
0,19
0,1
0,1
0,20
1,1000
0,1
0,81
0,8
0,1
0,51
1,1000
1,1000
0,6
0,2
0,1
1,1000
0,1
0,21
0,7
0,1
0,4
0,557
0,16
0,2
0,4
0,1
0,10
0,1
0,1
0,58
0,1
0,7
0,1
0,1
0,251
0,1
0,3
0,1
0,2
0,1
0,7
0,2
0,4
0,1
0,5
0,1
0,48
0,1
0,145
0,1
